SMILES,Molecular Formula,MolWeight,logP,Hydrogen Acceptors,Hydrogen Donors,TopologicalPolarSurfaceArea,RingCount,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Can_Smi,IUPAC,Mol_Form,Compound_CID,Molecular_Formula,IUPAC_Name,Antioxidant,Anti-inflammatory,Toxic
COc1cc(OC)c2c(c1)O/C(=C\c1ccccc1OC)C2=O,C18H16O5,312.321,3.3286,5,0,53.99,3,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1cc(OC)cc(-c2c3c(n4c2-c2cc(OC)c(OC)c(O)c2CC4)COc2cc(O)c(OC)cc2-3)c1,C30H29NO8,531.561,5.3918,9,2,100.77,6,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cc(OC)cc(-n2c(-c3ccccc3)nc(C)c2C)c1,C19H20N2O2,308.381,4.17334,4,0,36.28,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cc(OC)cc(C(=O)/C=C/c2ccccc2C(F)(F)F)c1,C18H15F3O3,336.309,4.6187,3,0,35.53,2,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1cc([C@@H]2Oc3cc(OC)c(OC)c(OC)c3C(=O)[C@@H]2O)cc(OC)c1OC,C21H24O9,420.414,2.4155,9,1,101.91,3,0,1,0,2,2,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cc([C@H](O)[C@@H](CO)Oc2ccc([C@@H](O)[C@@H](CO)c3ccc(O)c(OC)c3)cc2OC)ccc1O,C27H32O10,516.543,2.4064,10,6,158.3,3,0,1,0,4,4,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cc([C@H]2OC[C@@H]3[C@H](c4ccc(OC)c(OC)c4)OC[C@H]23)ccc1O,C21H24O6,372.417,3.4932,6,1,66.38,4,0,1,0,4,4,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cc2c(cc1O)CCC(C)(CC(=O)NCCc1ccc(O)c(O)c1)O2,C21H25NO6,387.432,2.6447,6,4,108.25,3,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cc2c(cc1O)CCC(C)(CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)O2,C22H25NO7,415.442,2.3923,6,4,125.32,3,0,1,0,2,1,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cc2c(cc1O)CCC(C)(CCNCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2,C34H46ClN3O3,580.213,7.9973,6,3,75.64,5,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cc2c(cc1OC)/C(=C/c1cccc(O)c1N1CCOCC1)OC2=O,C21H21NO6,383.4,2.9145,7,1,77.46,4,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1cc2c(cc1OC)/C(=C\CCCCCN(C)Cc1ccccc1)OC2=O,C24H29NO4,395.499,4.9075,5,0,48,3,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ccc(Cl)cc4)CC3)cc1)C2,C28H27ClN2O3,474.988,5.5062,5,0,42.01,5,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1cc2c(cc1OC)C(Cc1ccc(N3CCOCC3)c(O)c1)OC2=O,C21H23NO6,385.416,2.7002,7,1,77.46,4,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cc2cc(-c3ccc4cccc(O)c4n3)[nH]c2cc1OC,C19H16N2O3,320.348,4.1059,4,2,67.37,4,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cc2oc(-c3cccc(OC(=O)N4CCOCC4)c3)cc(=O)c2c(OC)c1OC,C23H23NO8,441.436,3.3168,8,0,96.67,4,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(-c2[nH]c(=S)[nH]c2-c2ccc(N(C)C)cc2)cc1,C18H19N3OS,325.437,4.48089,3,2,44.05,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(-c2c(C)c3cc(Br)ccc3oc2=O)cc1OC,C18H15BrO4,375.218,4.54812,4,0,48.67,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(-c2cc(=O)c3c(O)cc(OC(=O)[C@@H](N)CCC(=O)O)cc3o2)cc1,C21H19NO8,413.382,2.2717,8,3,149.29,3,0,1,0,1,1,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](OC(C)=O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1,C42H54O25,958.869,-4.5761,25,12,382.34,7,0,1,0,20,20,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,C21H22O8,402.399,3.5116,8,0,85.59,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(-c2oc3ccccc3c(=O)c2C)cc1,C17H14O3,266.296,3.77702,3,0,39.44,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(/C(COc2ccc3ccccc3c2)=N/O)cc1,C19H17NO3,307.349,4.1057,4,1,51.05,3,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(/C(Cl)=C/C=C(\C#N)C(=O)c2c[nH]c3ccc(Br)cc23)cc1,C21H14BrClN2O2,441.712,5.85158,3,1,65.88,3,0,1,0,0,0,0,2,2,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(/C(Cl)=C/C=C(\C#N)C(=O)c2c[nH]c3ccc(OC)cc23)cc1,C22H17ClN2O3,392.842,5.09768,4,1,75.11,3,0,1,0,0,0,0,2,2,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(/C=C/C(=O)NC(=O)c2ccccc2)cc1O,C17H15NO4,297.31,2.3706,4,2,75.63,2,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(/C=C/C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)O)c2cc(-c3ccc(O)c(O)c3)oc12,C29H24N2O7,512.518,4.8262,6,5,145.02,5,0,1,0,1,1,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(/C=C/C(=O)SSC(=O)/C=C/c2ccc(OC)cc2)cc1,C20H18O4S2,386.494,4.865,6,0,52.6,2,0,1,0,0,0,0,2,2,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(/C=C/c2cc(=O)c3ccc(O)c(O)c3o2)cc1OC,C19H16O6,340.331,3.3918,6,2,89.13,3,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(/C=C2\Oc3ccc(O)cc3C2=O)cc1OC,C17H14O5,298.294,3.0256,5,1,64.99,3,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(/C=N/N=C(\C)c2ccc(NC(=O)c3ccccc3C(=O)O)cc2)cc1,C24H21N3O4,415.449,4.4888,5,2,100.35,3,0,1,0,0,0,0,2,2,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,C19H19N3O2,321.38,3.24362,5,0,48.52,3,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(Br)c(C(=O)NN2C(=O)CSC2c2ccc(-c3ccccc3)cc2)c1,C23H19BrN2O3S,483.387,5.0437,4,1,58.64,4,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(Br)c(C(=O)NN2C(=O)CSC2c2ccc(Cl)cc2)c1,C17H14BrClN2O3S,441.734,4.0301,4,1,58.64,3,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(C(=O)N2N=C(c3ccc(F)cc3)CC2(O)c2ccc(C)cc2)cc1F,C24H20F2N2O3,422.431,4.37732,4,1,62.13,4,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(C(NC(C)=O)c2ccc(OC)cc2)cc1,C17H19NO3,285.343,2.9293,3,1,47.56,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(C2=C(O)COC2=O)cc1OC,C12H12O5,236.223,1.5297,5,1,64.99,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(C2=NN(c3ccccc3)[C@H]3C(=O)N(c4ccccc4)C(=O)[C@@H]23)cc1OC,C25H21N3O4,427.46,3.4863,6,0,71.44,5,0,1,0,2,2,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(C2CC(=NOC(=O)c3ccccc3)CC(c3ccc(OC)cc3)N2C)cc1,C27H28N2O4,444.531,5.4248,6,0,60.36,4,0,1,0,2,0,2,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(CCNc2nc(O)nc3ccccc23)cc1OC,C18H19N3O3,325.368,3.0072,6,2,76.5,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(CCOC(=O)CCc2ccccc2)cc1OC,C19H22O4,314.381,3.4223,4,0,44.76,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(CN2CCC(Nc3nc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)s3)CC2)cc1,C30H33N3O3S,515.679,6.5794,7,1,55.85,5,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(N2CCN(CC(=O)Nc3nc4ccccc4[nH]3)CC2)cc1,C20H23N5O2,365.437,2.3322,5,2,73.49,4,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(NC(=O)/C=C/c2ccc(O)c3oc(-c4ccc(O)c(O)c4)cc23)cc1,C24H19NO6,417.417,4.8771,6,4,112.16,4,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(NC(=O)COc2cc(O)c3c(=O)c(O)c(-c4ccc5c(c4)OC(c4ccc(OCC(=O)Nc6ccc(OC)cc6)c(OC)c4)C(CO)O5)oc3c2)cc1,C43H38N2O14,806.777,5.8054,14,5,213.71,7,0,1,0,2,0,2,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(NC(=O)c2ccc3cccc(O)c3n2)cc1OC,C18H16N2O4,324.336,3.2099,5,2,80.68,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(Nc2cc(C)c3c(C)c(C)sc3c2C)cc1,C19H21NOS,311.45,5.88718,3,1,21.26,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(Nc2cccc3c(C)c(C)sc23)cc1OC,C18H19NO2S,313.422,5.27894,4,1,30.49,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(O)c2c(=O)c3ccccc3[nH]c12,C14H11NO3,241.246,2.3955,3,2,62.32,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(OC)c(CC/N=C(/Nc2ccc(Br)cn2)SCc2ccccc2)c1,C23H24BrN3O2S,486.435,5.8053,5,1,55.74,3,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(OC)c(CCCCCCCCCCCCCCO)c1,C22H38O3,350.543,5.9198,3,1,38.69,1,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(OC)c2c1C(=O)c1ccccc1C2=O,C16H12O4,268.268,2.4792,4,0,52.6,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc(S(=O)(=O)N(CC(=O)NS(=O)(=O)C(F)(F)F)c2cccc3c2CCN3C(C(=O)NS(=O)(=O)c2ccc(C)cc2OC)c2cccc(OC)c2)cc1,C35H35F3N4O11S3,840.877,3.79082,12,2,194.79,5,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc([C@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc(OC)c(OC)c2)cc1OC,C22H26O6,386.444,3.7962,6,0,55.38,4,0,1,0,4,4,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc2c(c1)OC(c1ccccc1)C(c1ccccc1)C2=O,C22H18O3,330.383,4.7954,3,0,35.53,4,0,1,0,2,0,2,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc2c(c1)OCC(c1ccccc1)C2=O,C16H14O3,254.285,3.0541,3,0,35.53,3,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc2c(c1)cc(C1CC(c3cc(Br)ccc3O)=NN1)c1nnnn12,C19H15BrN6O2,439.273,3.1929,8,2,96.93,5,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc2c3c1O[C@H]1C[C@@H](OP(=O)(NCCO)Oc4ccc([N+](=O)[O-])cc4)C=C[C@@]31CCN(C)C2,C25H30N3O8P,531.502,3.5518,9,2,132.63,5,0,1,0,4,3,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,C20H18NO4+,336.367,3.0963,4,0,40.8,5,1,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc2cc3[n+](cc2c1OCc1ccc(Cl)cc1)CCc1cc2c(cc1-3)OCO2.[Br-],C26H21BrClNO4,526.814,2.3241,4,0,40.8,6,0,2,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc2nc(-c3cccc(O)c3)c(=O)n(CC(=O)O)c2c1,C17H14N2O5,326.308,1.8623,6,2,101.65,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,C25H28N2O4,420.509,3.8337,5,1,71.78,4,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cccc(COc2ccc3cc(C(=O)/C=C/c4cccc(OC)c4OC)c(=O)oc3c2)c1,C28H24O7,472.493,5.2939,7,0,84.2,4,0,1,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1cccc(N2CCc3c2cccc3N(CC(=O)O)S(=O)(=O)c2ccc(NC(C)=O)cc2)c1,C25H25N3O6S,495.557,3.6277,6,2,116.25,4,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1cccc2cc(C(=O)/C=C/c3cc[n+](Cc4cccc(Cl)c4Cl)cc3)c(=O)oc12.[Cl-],C25H18Cl3NO4,502.781,2.3443,4,0,60.39,4,0,2,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1ccccc1/C=C/C(=O)c1ccccc1OCCCN1CCOCC1.Cl,C23H28ClNO4,417.933,4.1142,5,0,48,3,0,2,0,0,0,0,1,1,0,,,,,,,TRUE,FALSE,FALSE
COc1ccccc1C1=Nc2c(O)cccc2NC(C)(c2ccccc2OC)C1,C24H24N2O3,388.467,5.2612,5,2,63.08,4,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
COc1ccccc1N1CCN(C(=S)SCC(O)COc2ccc3c(=O)c(C)c(C)oc3c2)CC1,C26H30N2O5S2,514.669,3.99844,8,1,75.38,4,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
CS,,48.11,0.546,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,878,CH4S,methanethiol,FALSE,FALSE,TRUE
CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3,C15H12F3NO4S,359.325,3.2053,5,0,77.24,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,C12H14Cl2FNO4S,358.218,1.3815,4,2,83.47,1,0,1,0,2,0,2,0,0,0,,,,,,,TRUE,FALSE,FALSE
CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O,,356.227,0.4043,5,3,103.7,1,0,1,0,2,2,0,0,0,0,,,,27200,C12H15Cl2NO5S,"2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-methylsulfonylphenyl)propan-2-yl]acetamide",FALSE,FALSE,TRUE
CS(=O)(=O)C1=CC=CC=C1C2=NN=C(O2)NC(=O)C3=COCCO3,C14H13N3O6S,351.34,0.9668,8,1,120.62,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CS(=O)(=O)N(CC(=O)N1CCC2=CC=CC=C2C1)C3=CC(=CC=C3)Br,C18H19BrN2O3S,423.332,2.8,3,0,57.69,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CS(=O)(=O)N(CC(=O)NC1=CC=CC=C1C(=O)N2CCOCC2)C3=CC(=CC=C3)F,C20H22FN3O5S,435.477,1.7028,5,1,96.02,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CS(=O)(=O)NC1=CC=CC=C1N=C(C2=CC=CC=C2)C3=CC=CC=C3,C20H18N2O2S,350.443,4.2272,3,1,58.53,3,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CS(=O)C,,78.136,-0.0053,1,0,17.07,0,0,1,0,0,0,0,0,0,0,,,,679,C2H6OS,methylsulfinylmethane,TRUE,FALSE,TRUE
CSC#N,,73.12,0.83048,2,0,23.79,0,0,1,0,0,0,0,0,0,0,,,,11168,C2H3NS,methyl thiocyanate,FALSE,FALSE,TRUE
CSC1=CC=CC(=C1)NC(=O)NC2=CC=C(C=C2)Cl,C14H13ClN2OS,292.791,4.7059,2,2,41.13,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CSC1=CC=CC=C1,,124.208,2.4085,1,0,0,1,0,1,0,0,0,0,0,0,0,,,,7520,C7H8S,methylsulfanylbenzene,FALSE,FALSE,TRUE
CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,,359.665,6.0373,3,1,37.91,3,0,1,0,0,0,0,0,0,0,,,,50248,C14H9Cl3N2OS,"6-chloro-5-(2,3-dichlorophenoxy)-2-methylsulfanyl-1H-benzimidazole",FALSE,FALSE,TRUE
CSC1=NC2=CC=CC=C2S1,,181.285,3.0182,3,0,12.89,2,0,1,0,0,0,0,0,0,0,,,,11989,C8H7NS2,"2-methylsulfanyl-1,3-benzothiazole",FALSE,FALSE,TRUE
CSC1=NCCN1C(=O)C23CC4CC(C2)CC(C4)C3,C15H22N2OS,278.421,2.764,3,0,32.67,5,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CSC1=NSC(=C1C#N)C=CNC2=C(C=C(C=C2)F)F,C13H9F2N3S2,309.366,4.09768,5,1,48.71,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CSC1=NSC(=N1)NC(=O)NC2=CC=CC=C2,C10H10N4OS2,266.351,2.904,5,2,66.91,2,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CSCC1=CC=CC=C1,,138.235,2.5496,1,0,0,1,0,1,0,0,0,0,0,0,0,,,,13016,C8H10S,methylsulfanylmethylbenzene,FALSE,FALSE,TRUE
CSCCC(C(=O)NCC1=CC=CC=C1)NC(=O)N2CCN3C2=NC4=CC=CC=C43,C22H25N5O2S,423.542,3.004,5,2,79.26,4,0,1,0,1,0,1,0,0,0,,,,,,,TRUE,FALSE,FALSE
CSCCC=O,,104.174,0.9384,2,0,17.07,0,0,1,0,0,0,0,0,0,0,,,,18635,C4H8OS,3-methylsulfanylpropanal,FALSE,FALSE,TRUE
CSCCCN=C=S,C5H9NS2,147.268,1.8423,3,0,12.36,0,0,1,0,0,0,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CSCC[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)N,,596.71,0.4479,7,7,209.5,3,0,1,0,4,4,0,0,0,0,,,,446569,C29H36N6O6S,(3S)-3-[[(2S)-2-[[(2S)-2-amino-3-(1H-indol-3-yl)propanoyl]amino]-4-methylsulfanylbutanoyl]amino]-4-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid,FALSE,FALSE,TRUE
CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC1=O,C11H20N2O2S,244.36,0.7688,3,2,58.2,1,0,1,0,2,2,0,0,0,0,,,,,,,TRUE,FALSE,FALSE
CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,,297.34,-0.6093,9,3,119.31,3,0,1,0,4,4,0,0,0,0,,,,439176,C11H15N5O3S,"(2R,3R,4S,5S)-2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol",FALSE,FALSE,TRUE
CSS(=O)C,,110.203,0.6429,2,0,17.07,0,0,1,0,1,0,1,0,0,0,,,,95200,C2H6OS2,methylsulfinylsulfanylmethane,FALSE,FALSE,TRUE
CSSC,,94.204,1.6274,2,0,0,0,0,1,0,0,0,0,0,0,0,,,,12232,C2H6S2,(methyldisulfanyl)methane,FALSE,FALSE,TRUE
CSSCC1=CC=CC=C1,,170.302,3.1978,2,0,0,1,0,1,0,0,0,0,0,0,0,,,,12779,C8H10S2,(methyldisulfanyl)methylbenzene,FALSE,FALSE,TRUE
C[As+](C)(C)CC(=O)[O-],,178.063,0.0745,2,0,40.13,0,0,1,0,0,0,0,0,0,0,,,,47364,C5H11AsO2,2-trimethylarsoniumylacetate,FALSE,FALSE,TRUE
C[C@@H](/C=C\C=C(C)\C)[C@@]1([H])CC[C@]2(C)C[C@@]3([H])[C@]([C@@]4(O)C[C@]3(O)C)([H])/C(C(N4)=O)=C\C=C2\1,,397.559,4.0232,3,3,69.56,4,0,1,0,7,7,0,3,3,0,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@@H]4/C(=C\C=C\12)C(=O)N[C@]4(O)C[C@@]3(C)O,,C25H35NO3,,,,FALSE,TRUE,FALSE
C[C@@H](/C=C\C=C(C)\C)[C@@]1([H])CC[C@]2(C)C[C@@]3([H])[C@]([C@@]4(OC)C[C@]3(O)C)([H])/C(C(N4)=O)=C\C=C2\1,,411.586,4.6773,3,2,58.56,4,0,1,0,7,7,0,3,3,0,CO[C@]12C[C@@](C)(O)[C@H]3C[C@@]4(C)CC[C@H]([C@@H](C)/C=C\C=C(C)C)/C4=C/C=C(/C(=O)N1)[C@@H]32,,C26H37NO3,,,,FALSE,TRUE,FALSE
C[C@@H](/C=C\C=C(C)\C)[C@@]1([H])CC[C@]2(C)C[C@@]3([H])[C@]([C@@]4(OC)C[C@]3(O)C)([H])/C(C(N4)=O)=C\C[C@]21[H],,413.602,4.7572,3,2,58.56,4,0,1,0,8,8,0,2,2,0,CO[C@]12C[C@@](C)(O)[C@H]3C[C@@]4(C)CC[C@H]([C@@H](C)/C=C\C=C(C)C)[C@@H]4C/C=C(/C(=O)N1)[C@@H]32,,C26H39NO3,,,,FALSE,TRUE,FALSE
C[C@@H](/C=C\C=C(C)\C)[C@@]1([H])CC[C@]2(C)C[C@@]3([H])[C@]([C@@]4([H])C[C@]3(O)C)([H])/C(C(N4)=O)=C\C=C2\1,,381.56,4.7032,2,2,49.33,4,0,1,0,7,7,0,3,3,0,CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@@H]4/C(=C\C=C\12)C(=O)N[C@@H]4C[C@@]3(C)O,,C25H35NO2,,,,FALSE,TRUE,FALSE
C[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC1=CN=CN1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(=O)N)C(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CS)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CC4=CC=CC=C4)NC(=O)[C@H](C(C)C)N,,2899.321,-13.31269,41,46,1252.69,4,0,1,0,22,22,0,0,0,0,,,,131750181,C125H196N40O36S2,"(4S)-5-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-[[2-[[(2S)-1-[[(2S)-1-[[(2S)-4-amino-1-[[(2S)-1-[[(2S)-1-[[2-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[2-[[(1S)-3-amino-1-carboxy-3-oxopropyl]amino]-2-oxoethyl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-2-oxoethyl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-2-oxoethyl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-1-oxohexan-2-yl]amino]-4-methylsulfanyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-[[(2R)-2-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]-3-phenylpropanoyl]amino]acetyl]amino]-5-carbamimidamidopentanoyl]amino]-3-sulfanylpropanoyl]amino]-5-oxopentanoic acid",FALSE,FALSE,TRUE
C[C@@H](C(=O)O)O,,90.078,-0.5482,2,2,57.53,0,0,1,0,1,1,0,0,0,0,,,,107689,C3H6O3,(2S)-2-hydroxypropanoic acid,FALSE,FALSE,TRUE
